clip_id,split,video_file,meeting_id,camera,clip_start_s,clip_end_s,video_path,thumbnail_path,rater_1_label,rater_2_label,adjudicated_label,gold_label,annotator,adjudicator,exclude_from_gold,agreement_status,notes,suggested_label,suggested_confidence,face_detected_ratio,suggestion_summary
TS3012c-A-689.65-693.40,dev,TS3012c-A-689.65-693.40-video.mp4,TS3012c,speaker_A,0.000,3.750,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/TS3012c-A-689.65-693.40-video.mp4,thumbnails/TS3012c-A-689.65-693.40.jpg,neutral,,,neutral,jorgeiv500,,,,,negative,0.876,0.667,convnext_tiny_emotion=negative (0.876); vit_face_expression=neutral (0.734)
EN2001d-D-741.84-746.62,test,EN2001d-D-741.84-746.62-video.mp4,EN2001d,speaker_D,0.000,4.780,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/EN2001d-D-741.84-746.62-video.mp4,thumbnails/EN2001d-D-741.84-746.62.jpg,,,,neutral,,,,,,negative,0.968,1.000,convnext_tiny_emotion=negative (0.968); vit_face_expression=neutral (0.515)
EN2001e-B-1566.70-1571.09,test,EN2001e-B-1566.70-1571.09-video.mp4,EN2001e,speaker_B,0.000,4.390,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/EN2001e-B-1566.70-1571.09-video.mp4,thumbnails/EN2001e-B-1566.70-1571.09.jpg,,,,neutral,,,,,,neutral,0.851,0.000,vit_face_expression=neutral (0.851); convnext_tiny_emotion=negative (0.459)
EN2001e-D-1702.81-1705.93,test,EN2001e-D-1702.81-1705.93-video.mp4,EN2001e,speaker_D,0.000,3.120,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/EN2001e-D-1702.81-1705.93-video.mp4,thumbnails/EN2001e-D-1702.81-1705.93.jpg,,,,neutral,,,,,,neutral,0.890,0.667,vit_face_expression=neutral (0.890); convnext_tiny_emotion=negative (0.839)
EN2009c-C-1639.58-1642.82,test,EN2009c-C-1639.58-1642.82-video.mp4,EN2009c,speaker_C,0.000,3.240,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/EN2009c-C-1639.58-1642.82-video.mp4,thumbnails/EN2009c-C-1639.58-1642.82.jpg,,,,positive,,,,,,negative,0.690,1.000,convnext_tiny_emotion=negative (0.690); vit_face_expression=neutral (0.634)
ES2005c-D-734.19-737.70,test,ES2005c-D-734.19-737.70-video.mp4,ES2005c,speaker_D,0.000,3.510,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/ES2005c-D-734.19-737.70-video.mp4,thumbnails/ES2005c-D-734.19-737.70.jpg,,,,negative,,,,,,negative,0.973,1.000,convnext_tiny_emotion=negative (0.973); vit_face_expression=neutral (0.947)
ES2005d-C-1142.25-1146.29,test,ES2005d-C-1142.25-1146.29-video.mp4,ES2005d,speaker_C,0.000,4.040,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/ES2005d-C-1142.25-1146.29-video.mp4,thumbnails/ES2005d-C-1142.25-1146.29.jpg,negative,,,negative,jorgeiv500,,,,,negative,0.693,0.667,convnext_tiny_emotion=negative (0.693); vit_face_expression=neutral (0.619)
ES2005d-C-610.20-614.43,test,ES2005d-C-610.20-614.43-video.mp4,ES2005d,speaker_C,0.000,4.230,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/ES2005d-C-610.20-614.43-video.mp4,thumbnails/ES2005d-C-610.20-614.43.jpg,,,,neutral,,,,,,negative,0.893,1.000,convnext_tiny_emotion=negative (0.893); vit_face_expression=neutral (0.655)
ES2007b-D-266.28-270.22,test,ES2007b-D-266.28-270.22-video.mp4,ES2007b,speaker_D,0.000,3.940,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/ES2007b-D-266.28-270.22-video.mp4,thumbnails/ES2007b-D-266.28-270.22.jpg,,,,positive,,,,,,negative,0.950,1.000,convnext_tiny_emotion=negative (0.950); vit_face_expression=positive (0.656)
ES2009a-D-416.81-420.40,test,ES2009a-D-416.81-420.40-video.mp4,ES2009a,speaker_D,0.000,3.590,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/ES2009a-D-416.81-420.40-video.mp4,thumbnails/ES2009a-D-416.81-420.40.jpg,,,,neutral,,,,,,neutral,0.696,0.000,vit_face_expression=neutral (0.696); convnext_tiny_emotion=negative (0.628)
ES2011c-C-578.26-582.06,test,ES2011c-C-578.26-582.06-video.mp4,ES2011c,speaker_C,0.000,3.800,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/ES2011c-C-578.26-582.06-video.mp4,thumbnails/ES2011c-C-578.26-582.06.jpg,,,,positive,,,,,,negative,0.679,1.000,convnext_tiny_emotion=negative (0.679); vit_face_expression=neutral (0.458)
ES2013a-D-731.09-735.79,test,ES2013a-D-731.09-735.79-video.mp4,ES2013a,speaker_D,0.000,4.700,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/ES2013a-D-731.09-735.79-video.mp4,thumbnails/ES2013a-D-731.09-735.79.jpg,,,,neutral,,,,,,neutral,0.879,0.333,vit_face_expression=neutral (0.879); convnext_tiny_emotion=negative (0.621)
ES2013c-C-2185.78-2189.33,test,ES2013c-C-2185.78-2189.33-video.mp4,ES2013c,speaker_C,0.000,3.550,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/ES2013c-C-2185.78-2189.33-video.mp4,thumbnails/ES2013c-C-2185.78-2189.33.jpg,,,,positive,,,,,,negative,0.659,1.000,convnext_tiny_emotion=negative (0.659); vit_face_expression=neutral (0.453)
ES2013c-D-747.50-750.60,test,ES2013c-D-747.50-750.60-video.mp4,ES2013c,speaker_D,0.000,3.100,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/ES2013c-D-747.50-750.60-video.mp4,thumbnails/ES2013c-D-747.50-750.60.jpg,neutral,,,neutral,jorgeiv500,,,,,neutral,0.909,0.333,vit_face_expression=neutral (0.909); convnext_tiny_emotion=negative (0.607)
ES2013d-A-1654.56-1659.33,test,ES2013d-A-1654.56-1659.33-video.mp4,ES2013d,speaker_A,0.000,4.770,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/ES2013d-A-1654.56-1659.33-video.mp4,thumbnails/ES2013d-A-1654.56-1659.33.jpg,,,,neutral,,,,,,negative,0.964,1.000,convnext_tiny_emotion=negative (0.964); vit_face_expression=neutral (0.874)
ES2015a-A-975.80-979.13,test,ES2015a-A-975.80-979.13-video.mp4,ES2015a,speaker_A,0.000,3.330,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/ES2015a-A-975.80-979.13-video.mp4,thumbnails/ES2015a-A-975.80-979.13.jpg,,,,neutral,,,,,,neutral,0.972,0.000,vit_face_expression=neutral (0.972); convnext_tiny_emotion=negative (0.534)
ES2015b-A-2047.04-2050.05,test,ES2015b-A-2047.04-2050.05-video.mp4,ES2015b,speaker_A,0.000,3.010,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/ES2015b-A-2047.04-2050.05-video.mp4,thumbnails/ES2015b-A-2047.04-2050.05.jpg,neutral,,,neutral,jorgeiv500,,,,,negative,0.967,1.000,convnext_tiny_emotion=negative (0.967); vit_face_expression=neutral (0.742)
ES2015c-A-1104.47-1107.99,test,ES2015c-A-1104.47-1107.99-video.mp4,ES2015c,speaker_A,0.000,3.520,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/ES2015c-A-1104.47-1107.99-video.mp4,thumbnails/ES2015c-A-1104.47-1107.99.jpg,,,,neutral,,,,,,negative,0.987,1.000,convnext_tiny_emotion=negative (0.987); vit_face_expression=neutral (0.903)
ES2015c-A-993.00-997.25,test,ES2015c-A-993.00-997.25-video.mp4,ES2015c,speaker_A,0.000,4.250,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/ES2015c-A-993.00-997.25-video.mp4,thumbnails/ES2015c-A-993.00-997.25.jpg,,,,neutral,,,,,,neutral,0.803,0.000,vit_face_expression=neutral (0.803); convnext_tiny_emotion=negative (0.429)
ES2015c-C-1723.44-1726.45,test,ES2015c-C-1723.44-1726.45-video.mp4,ES2015c,speaker_C,0.000,3.010,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/ES2015c-C-1723.44-1726.45-video.mp4,thumbnails/ES2015c-C-1723.44-1726.45.jpg,,,,neutral,,,,,,negative,0.806,1.000,convnext_tiny_emotion=negative (0.806); vit_face_expression=neutral (0.633)
ES2015d-C-1390.02-1393.38,test,ES2015d-C-1390.02-1393.38-video.mp4,ES2015d,speaker_C,0.000,3.360,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/ES2015d-C-1390.02-1393.38-video.mp4,thumbnails/ES2015d-C-1390.02-1393.38.jpg,positive,,,positive,jorgeiv500,,,,,negative,0.791,1.000,convnext_tiny_emotion=negative (0.791); vit_face_expression=neutral (0.461)
IB4005-C-1553.14-1557.58,test,IB4005-C-1553.14-1557.58-video.mp4,IB4005,speaker_C,0.000,4.440,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/IB4005-C-1553.14-1557.58-video.mp4,thumbnails/IB4005-C-1553.14-1557.58.jpg,,,,neutral,,,,,,negative,0.908,1.000,convnext_tiny_emotion=negative (0.908); vit_face_expression=neutral (0.678)
IB4011-D-2030.74-2034.31,test,IB4011-D-2030.74-2034.31-video.mp4,IB4011,speaker_D,0.000,3.570,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/IB4011-D-2030.74-2034.31-video.mp4,thumbnails/IB4011-D-2030.74-2034.31.jpg,,,,neutral,,,,,,negative,0.901,0.667,convnext_tiny_emotion=negative (0.901); vit_face_expression=neutral (0.579)
IN1001-C-2312.05-2315.05,test,IN1001-C-2312.05-2315.05-video.mp4,IN1001,speaker_C,0.000,3.000,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/IN1001-C-2312.05-2315.05-video.mp4,thumbnails/IN1001-C-2312.05-2315.05.jpg,,,,neutral,,,,,,neutral,0.830,0.333,vit_face_expression=neutral (0.830); convnext_tiny_emotion=negative (0.629)
IN1005-A-1243.41-1248.41,test,IN1005-A-1243.41-1248.41-video.mp4,IN1005,speaker_A,0.000,5.000,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/IN1005-A-1243.41-1248.41-video.mp4,thumbnails/IN1005-A-1243.41-1248.41.jpg,,,,positive,,,,,,negative,0.975,1.000,convnext_tiny_emotion=negative (0.975); vit_face_expression=positive (0.607)
IN1013-D-2949.30-2952.55,test,IN1013-D-2949.30-2952.55-video.mp4,IN1013,speaker_D,0.000,3.250,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/IN1013-D-2949.30-2952.55-video.mp4,thumbnails/IN1013-D-2949.30-2952.55.jpg,,,,positive,,,,,,negative,0.902,0.667,convnext_tiny_emotion=negative (0.902); vit_face_expression=neutral (0.614)
IS1001b-A-369.49-373.07,test,IS1001b-A-369.49-373.07-video.mp4,IS1001b,speaker_A,0.000,3.580,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/IS1001b-A-369.49-373.07-video.mp4,thumbnails/IS1001b-A-369.49-373.07.jpg,,,,neutral,,,,,,neutral,0.953,0.333,vit_face_expression=neutral (0.953); convnext_tiny_emotion=negative (0.761)
IS1001b-B-1406.75-1411.48,test,IS1001b-B-1406.75-1411.48-video.mp4,IS1001b,speaker_B,0.000,4.730,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/IS1001b-B-1406.75-1411.48-video.mp4,thumbnails/IS1001b-B-1406.75-1411.48.jpg,,,,neutral,,,,,,negative,0.963,1.000,convnext_tiny_emotion=negative (0.963); vit_face_expression=neutral (0.935)
IS1001c-A-1112.03-1116.92,test,IS1001c-A-1112.03-1116.92-video.mp4,IS1001c,speaker_A,0.000,4.890,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/IS1001c-A-1112.03-1116.92-video.mp4,thumbnails/IS1001c-A-1112.03-1116.92.jpg,,,,neutral,,,,,,neutral,0.948,0.000,vit_face_expression=neutral (0.948); convnext_tiny_emotion=negative (0.677)
IS1007a-A-191.25-194.94,test,IS1007a-A-191.25-194.94-video.mp4,IS1007a,speaker_A,0.000,3.690,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/IS1007a-A-191.25-194.94-video.mp4,thumbnails/IS1007a-A-191.25-194.94.jpg,,,,positive,,,,,,negative,0.975,1.000,convnext_tiny_emotion=negative (0.975); vit_face_expression=negative (0.385)
IS1007b-C-1016.05-1020.03,test,IS1007b-C-1016.05-1020.03-video.mp4,IS1007b,speaker_C,0.000,3.980,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/IS1007b-C-1016.05-1020.03-video.mp4,thumbnails/IS1007b-C-1016.05-1020.03.jpg,,,,positive,,,,,,negative,0.953,1.000,convnext_tiny_emotion=negative (0.953); vit_face_expression=neutral (0.861)
IS1007d-B-1945.44-1948.89,test,IS1007d-B-1945.44-1948.89-video.mp4,IS1007d,speaker_B,0.000,3.450,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/IS1007d-B-1945.44-1948.89-video.mp4,thumbnails/IS1007d-B-1945.44-1948.89.jpg,,,,positive,,,,,,negative,0.908,0.667,convnext_tiny_emotion=negative (0.908); vit_face_expression=positive (0.620)
IS1007d-B-724.13-727.22,test,IS1007d-B-724.13-727.22-video.mp4,IS1007d,speaker_B,0.000,3.090,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/IS1007d-B-724.13-727.22-video.mp4,thumbnails/IS1007d-B-724.13-727.22.jpg,,,,positive,,,,,,negative,0.817,0.333,convnext_tiny_emotion=negative (0.817); vit_face_expression=neutral (0.695)
IS1009c-A-204.66-208.58,test,IS1009c-A-204.66-208.58-video.mp4,IS1009c,speaker_A,0.000,3.920,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/IS1009c-A-204.66-208.58-video.mp4,thumbnails/IS1009c-A-204.66-208.58.jpg,,,,neutral,,,,,,neutral,0.839,0.000,vit_face_expression=neutral (0.839); convnext_tiny_emotion=negative (0.746)
IS1009c-C-1588.73-1593.44,test,IS1009c-C-1588.73-1593.44-video.mp4,IS1009c,speaker_C,0.000,4.710,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/IS1009c-C-1588.73-1593.44-video.mp4,thumbnails/IS1009c-C-1588.73-1593.44.jpg,,,,neutral,,,,,,negative,0.865,0.667,convnext_tiny_emotion=negative (0.865); vit_face_expression=neutral (0.709)
TS3003a-D-109.47-113.72,test,TS3003a-D-109.47-113.72-video.mp4,TS3003a,speaker_D,0.000,4.250,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/TS3003a-D-109.47-113.72-video.mp4,thumbnails/TS3003a-D-109.47-113.72.jpg,neutral,,,neutral,jorgeiv500,,,,,neutral,0.547,0.000,convnext_tiny_emotion=neutral (0.547); vit_face_expression=negative (0.513)
TS3005b-D-1835.86-1840.68,test,TS3005b-D-1835.86-1840.68-video.mp4,TS3005b,speaker_D,0.000,4.820,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/TS3005b-D-1835.86-1840.68-video.mp4,thumbnails/TS3005b-D-1835.86-1840.68.jpg,,,,negative,,,,,,negative,0.963,1.000,convnext_tiny_emotion=negative (0.963); vit_face_expression=neutral (0.710)
TS3005d-A-1562.96-1566.18,test,TS3005d-A-1562.96-1566.18-video.mp4,TS3005d,speaker_A,0.000,3.220,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/TS3005d-A-1562.96-1566.18-video.mp4,thumbnails/TS3005d-A-1562.96-1566.18.jpg,,,,neutral,,,,,,neutral,0.744,0.000,vit_face_expression=neutral (0.744); convnext_tiny_emotion=neutral (0.475)
TS3005d-B-639.08-642.36,test,TS3005d-B-639.08-642.36-video.mp4,TS3005d,speaker_B,0.000,3.280,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/TS3005d-B-639.08-642.36-video.mp4,thumbnails/TS3005d-B-639.08-642.36.jpg,,,,negative,,,,,,negative,0.966,1.000,convnext_tiny_emotion=negative (0.966); vit_face_expression=neutral (0.914)
TS3005d-B-982.12-986.71,test,TS3005d-B-982.12-986.71-video.mp4,TS3005d,speaker_B,0.000,4.590,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/TS3005d-B-982.12-986.71-video.mp4,thumbnails/TS3005d-B-982.12-986.71.jpg,,,,positive,,,,,,negative,0.966,1.000,convnext_tiny_emotion=negative (0.966); vit_face_expression=neutral (0.671)
TS3007d-D-992.14-996.21,test,TS3007d-D-992.14-996.21-video.mp4,TS3007d,speaker_D,0.000,4.070,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/TS3007d-D-992.14-996.21-video.mp4,thumbnails/TS3007d-D-992.14-996.21.jpg,,,,neutral,,,,,,neutral,0.767,0.000,vit_face_expression=neutral (0.767); convnext_tiny_emotion=negative (0.463)
TS3009a-B-1446.40-1449.71,test,TS3009a-B-1446.40-1449.71-video.mp4,TS3009a,speaker_B,0.000,3.310,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/TS3009a-B-1446.40-1449.71-video.mp4,thumbnails/TS3009a-B-1446.40-1449.71.jpg,,,,negative,,,,,,negative,0.974,1.000,convnext_tiny_emotion=negative (0.974); vit_face_expression=neutral (0.737)
TS3009b-A-1132.56-1136.53,test,TS3009b-A-1132.56-1136.53-video.mp4,TS3009b,speaker_A,0.000,3.970,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/TS3009b-A-1132.56-1136.53-video.mp4,thumbnails/TS3009b-A-1132.56-1136.53.jpg,,,,neutral,,,,,,neutral,0.853,0.333,vit_face_expression=neutral (0.853); convnext_tiny_emotion=negative (0.634)
TS3009b-B-1647.92-1651.97,test,TS3009b-B-1647.92-1651.97-video.mp4,TS3009b,speaker_B,0.000,4.050,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/TS3009b-B-1647.92-1651.97-video.mp4,thumbnails/TS3009b-B-1647.92-1651.97.jpg,,,,negative,,,,,,negative,0.972,1.000,convnext_tiny_emotion=negative (0.972); vit_face_expression=neutral (0.558)
TS3009c-B-1682.92-1687.70,test,TS3009c-B-1682.92-1687.70-video.mp4,TS3009c,speaker_B,0.000,4.780,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/TS3009c-B-1682.92-1687.70-video.mp4,thumbnails/TS3009c-B-1682.92-1687.70.jpg,,,,negative,,,,,,negative,0.978,1.000,convnext_tiny_emotion=negative (0.978); vit_face_expression=neutral (0.883)
TS3009c-B-2170.86-2174.32,test,TS3009c-B-2170.86-2174.32-video.mp4,TS3009c,speaker_B,0.000,3.460,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/TS3009c-B-2170.86-2174.32-video.mp4,thumbnails/TS3009c-B-2170.86-2174.32.jpg,,,,neutral,,,,,,neutral,0.762,0.000,vit_face_expression=neutral (0.762); convnext_tiny_emotion=negative (0.454)
TS3009c-D-1184.06-1188.77,test,TS3009c-D-1184.06-1188.77-video.mp4,TS3009c,speaker_D,0.000,4.710,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/TS3009c-D-1184.06-1188.77-video.mp4,thumbnails/TS3009c-D-1184.06-1188.77.jpg,,,,negative,,,,,,negative,0.981,1.000,convnext_tiny_emotion=negative (0.981); vit_face_expression=neutral (0.917)
TS3009c-D-1354.90-1358.51,test,TS3009c-D-1354.90-1358.51-video.mp4,TS3009c,speaker_D,0.000,3.610,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/TS3009c-D-1354.90-1358.51-video.mp4,thumbnails/TS3009c-D-1354.90-1358.51.jpg,,,,neutral,,,,,,neutral,0.921,0.000,vit_face_expression=neutral (0.921); convnext_tiny_emotion=neutral (0.494)
TS3011a-C-1366.58-1370.10,test,TS3011a-C-1366.58-1370.10-video.mp4,TS3011a,speaker_C,0.000,3.520,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/TS3011a-C-1366.58-1370.10-video.mp4,thumbnails/TS3011a-C-1366.58-1370.10.jpg,,,,neutral,,,,,,neutral,0.822,0.333,vit_face_expression=neutral (0.822); convnext_tiny_emotion=negative (0.532)
TS3011d-A-1250.46-1253.89,test,TS3011d-A-1250.46-1253.89-video.mp4,TS3011d,speaker_A,0.000,3.430,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/TS3011d-A-1250.46-1253.89-video.mp4,thumbnails/TS3011d-A-1250.46-1253.89.jpg,,,,neutral,,,,,,neutral,0.603,0.000,vit_face_expression=neutral (0.603); convnext_tiny_emotion=negative (0.493)
TS3011d-A-951.06-954.78,test,TS3011d-A-951.06-954.78-video.mp4,TS3011d,speaker_A,0.000,3.720,/Users/jorgeiv500/Documents/fer-meetings/data/raw/hf/ami_av/video_segments/original_videos/TS3011d-A-951.06-954.78-video.mp4,thumbnails/TS3011d-A-951.06-954.78.jpg,,,,neutral,,,,,,neutral,0.725,0.000,vit_face_expression=neutral (0.725); convnext_tiny_emotion=negative (0.522)
