model_name,model_family,hf_model_id,scope,method,label,precision,recall,f1,support
cnn_vit_entropy_ensemble,hybrid,firedfrog/convnext-tiny-224-emotion-prediction + mo-thecreator/vit-Facial-Expression-Recognition,all,single_frame,negative,0.39655172413793105,0.8518518518518519,0.5411764705882353,27
cnn_vit_entropy_ensemble,hybrid,firedfrog/convnext-tiny-224-emotion-prediction + mo-thecreator/vit-Facial-Expression-Recognition,all,single_frame,neutral,0.7857142857142857,0.6470588235294118,0.7096774193548387,51
cnn_vit_entropy_ensemble,hybrid,firedfrog/convnext-tiny-224-emotion-prediction + mo-thecreator/vit-Facial-Expression-Recognition,all,single_frame,positive,0.0,0.0,0.0,22
cnn_vit_entropy_ensemble,hybrid,firedfrog/convnext-tiny-224-emotion-prediction + mo-thecreator/vit-Facial-Expression-Recognition,all,smoothed,negative,0.4426229508196721,1.0,0.6136363636363636,27
cnn_vit_entropy_ensemble,hybrid,firedfrog/convnext-tiny-224-emotion-prediction + mo-thecreator/vit-Facial-Expression-Recognition,all,smoothed,neutral,0.9230769230769231,0.7058823529411765,0.8,51
cnn_vit_entropy_ensemble,hybrid,firedfrog/convnext-tiny-224-emotion-prediction + mo-thecreator/vit-Facial-Expression-Recognition,all,smoothed,positive,0.0,0.0,0.0,22
cnn_vit_entropy_ensemble,hybrid,firedfrog/convnext-tiny-224-emotion-prediction + mo-thecreator/vit-Facial-Expression-Recognition,dev,single_frame,negative,0.5333333333333333,0.8421052631578947,0.6530612244897959,19
cnn_vit_entropy_ensemble,hybrid,firedfrog/convnext-tiny-224-emotion-prediction + mo-thecreator/vit-Facial-Expression-Recognition,dev,single_frame,neutral,0.65,0.6190476190476191,0.6341463414634146,21
cnn_vit_entropy_ensemble,hybrid,firedfrog/convnext-tiny-224-emotion-prediction + mo-thecreator/vit-Facial-Expression-Recognition,dev,single_frame,positive,0.0,0.0,0.0,10
cnn_vit_entropy_ensemble,hybrid,firedfrog/convnext-tiny-224-emotion-prediction + mo-thecreator/vit-Facial-Expression-Recognition,dev,smoothed,negative,0.6129032258064516,1.0,0.76,19
cnn_vit_entropy_ensemble,hybrid,firedfrog/convnext-tiny-224-emotion-prediction + mo-thecreator/vit-Facial-Expression-Recognition,dev,smoothed,neutral,0.8421052631578947,0.7619047619047619,0.8,21
cnn_vit_entropy_ensemble,hybrid,firedfrog/convnext-tiny-224-emotion-prediction + mo-thecreator/vit-Facial-Expression-Recognition,dev,smoothed,positive,0.0,0.0,0.0,10
cnn_vit_entropy_ensemble,hybrid,firedfrog/convnext-tiny-224-emotion-prediction + mo-thecreator/vit-Facial-Expression-Recognition,test,single_frame,negative,0.25,0.875,0.3888888888888889,8
cnn_vit_entropy_ensemble,hybrid,firedfrog/convnext-tiny-224-emotion-prediction + mo-thecreator/vit-Facial-Expression-Recognition,test,single_frame,neutral,0.9090909090909091,0.6666666666666666,0.7692307692307693,30
cnn_vit_entropy_ensemble,hybrid,firedfrog/convnext-tiny-224-emotion-prediction + mo-thecreator/vit-Facial-Expression-Recognition,test,single_frame,positive,0.0,0.0,0.0,12
cnn_vit_entropy_ensemble,hybrid,firedfrog/convnext-tiny-224-emotion-prediction + mo-thecreator/vit-Facial-Expression-Recognition,test,smoothed,negative,0.26666666666666666,1.0,0.42105263157894735,8
cnn_vit_entropy_ensemble,hybrid,firedfrog/convnext-tiny-224-emotion-prediction + mo-thecreator/vit-Facial-Expression-Recognition,test,smoothed,neutral,1.0,0.6666666666666666,0.8,30
cnn_vit_entropy_ensemble,hybrid,firedfrog/convnext-tiny-224-emotion-prediction + mo-thecreator/vit-Facial-Expression-Recognition,test,smoothed,positive,0.0,0.0,0.0,12
cnn_vit_mean_ensemble,hybrid,firedfrog/convnext-tiny-224-emotion-prediction + mo-thecreator/vit-Facial-Expression-Recognition,all,single_frame,negative,0.4,0.8888888888888888,0.5517241379310345,27
cnn_vit_mean_ensemble,hybrid,firedfrog/convnext-tiny-224-emotion-prediction + mo-thecreator/vit-Facial-Expression-Recognition,all,single_frame,neutral,0.8,0.6274509803921569,0.7032967032967034,51
cnn_vit_mean_ensemble,hybrid,firedfrog/convnext-tiny-224-emotion-prediction + mo-thecreator/vit-Facial-Expression-Recognition,all,single_frame,positive,0.0,0.0,0.0,22
cnn_vit_mean_ensemble,hybrid,firedfrog/convnext-tiny-224-emotion-prediction + mo-thecreator/vit-Facial-Expression-Recognition,all,smoothed,negative,0.4576271186440678,1.0,0.627906976744186,27
cnn_vit_mean_ensemble,hybrid,firedfrog/convnext-tiny-224-emotion-prediction + mo-thecreator/vit-Facial-Expression-Recognition,all,smoothed,neutral,0.9024390243902439,0.7254901960784313,0.8043478260869565,51
cnn_vit_mean_ensemble,hybrid,firedfrog/convnext-tiny-224-emotion-prediction + mo-thecreator/vit-Facial-Expression-Recognition,all,smoothed,positive,0.0,0.0,0.0,22
cnn_vit_mean_ensemble,hybrid,firedfrog/convnext-tiny-224-emotion-prediction + mo-thecreator/vit-Facial-Expression-Recognition,dev,single_frame,negative,0.53125,0.8947368421052632,0.6666666666666666,19
cnn_vit_mean_ensemble,hybrid,firedfrog/convnext-tiny-224-emotion-prediction + mo-thecreator/vit-Facial-Expression-Recognition,dev,single_frame,neutral,0.6666666666666666,0.5714285714285714,0.6153846153846154,21
cnn_vit_mean_ensemble,hybrid,firedfrog/convnext-tiny-224-emotion-prediction + mo-thecreator/vit-Facial-Expression-Recognition,dev,single_frame,positive,0.0,0.0,0.0,10
cnn_vit_mean_ensemble,hybrid,firedfrog/convnext-tiny-224-emotion-prediction + mo-thecreator/vit-Facial-Expression-Recognition,dev,smoothed,negative,0.6551724137931034,1.0,0.7916666666666666,19
cnn_vit_mean_ensemble,hybrid,firedfrog/convnext-tiny-224-emotion-prediction + mo-thecreator/vit-Facial-Expression-Recognition,dev,smoothed,neutral,0.8095238095238095,0.8095238095238095,0.8095238095238095,21
cnn_vit_mean_ensemble,hybrid,firedfrog/convnext-tiny-224-emotion-prediction + mo-thecreator/vit-Facial-Expression-Recognition,dev,smoothed,positive,0.0,0.0,0.0,10
cnn_vit_mean_ensemble,hybrid,firedfrog/convnext-tiny-224-emotion-prediction + mo-thecreator/vit-Facial-Expression-Recognition,test,single_frame,negative,0.25,0.875,0.3888888888888889,8
cnn_vit_mean_ensemble,hybrid,firedfrog/convnext-tiny-224-emotion-prediction + mo-thecreator/vit-Facial-Expression-Recognition,test,single_frame,neutral,0.9090909090909091,0.6666666666666666,0.7692307692307693,30
cnn_vit_mean_ensemble,hybrid,firedfrog/convnext-tiny-224-emotion-prediction + mo-thecreator/vit-Facial-Expression-Recognition,test,single_frame,positive,0.0,0.0,0.0,12
cnn_vit_mean_ensemble,hybrid,firedfrog/convnext-tiny-224-emotion-prediction + mo-thecreator/vit-Facial-Expression-Recognition,test,smoothed,negative,0.26666666666666666,1.0,0.42105263157894735,8
cnn_vit_mean_ensemble,hybrid,firedfrog/convnext-tiny-224-emotion-prediction + mo-thecreator/vit-Facial-Expression-Recognition,test,smoothed,neutral,1.0,0.6666666666666666,0.8,30
cnn_vit_mean_ensemble,hybrid,firedfrog/convnext-tiny-224-emotion-prediction + mo-thecreator/vit-Facial-Expression-Recognition,test,smoothed,positive,0.0,0.0,0.0,12
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,single_frame,negative,0.2903225806451613,1.0,0.45,27
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,single_frame,neutral,1.0,0.13725490196078433,0.2413793103448276,51
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,single_frame,positive,0.0,0.0,0.0,22
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,negative,0.28125,1.0,0.43902439024390244,27
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,neutral,1.0,0.0784313725490196,0.14545454545454545,51
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,positive,0.0,0.0,0.0,22
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,vote,negative,0.2872340425531915,1.0,0.4462809917355372,27
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,vote,neutral,0.8333333333333334,0.09803921568627451,0.17543859649122806,51
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,vote,positive,0.0,0.0,0.0,22
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,dev,single_frame,negative,0.3958333333333333,1.0,0.5671641791044776,19
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,dev,single_frame,neutral,1.0,0.09523809523809523,0.17391304347826086,21
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,dev,single_frame,positive,0.0,0.0,0.0,10
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,dev,smoothed,negative,0.3877551020408163,1.0,0.5588235294117647,19
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,dev,smoothed,neutral,1.0,0.047619047619047616,0.09090909090909091,21
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,dev,smoothed,positive,0.0,0.0,0.0,10
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,dev,vote,negative,0.3958333333333333,1.0,0.5671641791044776,19
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,dev,vote,neutral,0.5,0.047619047619047616,0.08695652173913043,21
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,dev,vote,positive,0.0,0.0,0.0,10
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,test,single_frame,negative,0.17777777777777778,1.0,0.3018867924528302,8
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,test,single_frame,neutral,1.0,0.16666666666666666,0.2857142857142857,30
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,test,single_frame,positive,0.0,0.0,0.0,12
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,test,smoothed,negative,0.1702127659574468,1.0,0.2909090909090909,8
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,test,smoothed,neutral,1.0,0.1,0.18181818181818182,30
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,test,smoothed,positive,0.0,0.0,0.0,12
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,test,smoothed_calibrated,negative,0.25925925925925924,0.875,0.4,8
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,test,smoothed_calibrated,neutral,0.8260869565217391,0.6333333333333333,0.7169811320754716,30
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,test,smoothed_calibrated,positive,0.0,0.0,0.0,12
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,test,vote,negative,0.17391304347826086,1.0,0.2962962962962963,8
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,test,vote,neutral,1.0,0.13333333333333333,0.23529411764705882,30
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,test,vote,positive,0.0,0.0,0.0,12
vit_face_expression,vit,mo-thecreator/vit-Facial-Expression-Recognition,all,single_frame,negative,0.5555555555555556,0.18518518518518517,0.2777777777777778,27
vit_face_expression,vit,mo-thecreator/vit-Facial-Expression-Recognition,all,single_frame,neutral,0.5952380952380952,0.9803921568627451,0.7407407407407407,51
vit_face_expression,vit,mo-thecreator/vit-Facial-Expression-Recognition,all,single_frame,positive,0.8571428571428571,0.2727272727272727,0.41379310344827586,22
vit_face_expression,vit,mo-thecreator/vit-Facial-Expression-Recognition,all,smoothed,negative,0.6,0.1111111111111111,0.1875,27
vit_face_expression,vit,mo-thecreator/vit-Facial-Expression-Recognition,all,smoothed,neutral,0.5681818181818182,0.9803921568627451,0.7194244604316546,51
vit_face_expression,vit,mo-thecreator/vit-Facial-Expression-Recognition,all,smoothed,positive,0.8571428571428571,0.2727272727272727,0.41379310344827586,22
vit_face_expression,vit,mo-thecreator/vit-Facial-Expression-Recognition,all,vote,negative,0.4,0.14814814814814814,0.21621621621621623,27
vit_face_expression,vit,mo-thecreator/vit-Facial-Expression-Recognition,all,vote,neutral,0.5833333333333334,0.9607843137254902,0.725925925925926,51
vit_face_expression,vit,mo-thecreator/vit-Facial-Expression-Recognition,all,vote,positive,0.8333333333333334,0.22727272727272727,0.35714285714285715,22
vit_face_expression,vit,mo-thecreator/vit-Facial-Expression-Recognition,dev,single_frame,negative,0.6666666666666666,0.21052631578947367,0.32,19
vit_face_expression,vit,mo-thecreator/vit-Facial-Expression-Recognition,dev,single_frame,neutral,0.525,1.0,0.6885245901639344,21
vit_face_expression,vit,mo-thecreator/vit-Facial-Expression-Recognition,dev,single_frame,positive,0.75,0.3,0.42857142857142855,10
vit_face_expression,vit,mo-thecreator/vit-Facial-Expression-Recognition,dev,smoothed,negative,1.0,0.15789473684210525,0.2727272727272727,19
vit_face_expression,vit,mo-thecreator/vit-Facial-Expression-Recognition,dev,smoothed,neutral,0.4883720930232558,1.0,0.65625,21
vit_face_expression,vit,mo-thecreator/vit-Facial-Expression-Recognition,dev,smoothed,positive,0.75,0.3,0.42857142857142855,10
vit_face_expression,vit,mo-thecreator/vit-Facial-Expression-Recognition,dev,vote,negative,0.6,0.15789473684210525,0.25,19
vit_face_expression,vit,mo-thecreator/vit-Facial-Expression-Recognition,dev,vote,neutral,0.5,1.0,0.6666666666666666,21
vit_face_expression,vit,mo-thecreator/vit-Facial-Expression-Recognition,dev,vote,positive,0.6666666666666666,0.2,0.3076923076923077,10
vit_face_expression,vit,mo-thecreator/vit-Facial-Expression-Recognition,test,single_frame,negative,0.3333333333333333,0.125,0.18181818181818182,8
vit_face_expression,vit,mo-thecreator/vit-Facial-Expression-Recognition,test,single_frame,neutral,0.6590909090909091,0.9666666666666667,0.7837837837837838,30
vit_face_expression,vit,mo-thecreator/vit-Facial-Expression-Recognition,test,single_frame,positive,1.0,0.25,0.4,12
vit_face_expression,vit,mo-thecreator/vit-Facial-Expression-Recognition,test,smoothed,negative,0.0,0.0,0.0,8
vit_face_expression,vit,mo-thecreator/vit-Facial-Expression-Recognition,test,smoothed,neutral,0.6444444444444445,0.9666666666666667,0.7733333333333333,30
vit_face_expression,vit,mo-thecreator/vit-Facial-Expression-Recognition,test,smoothed,positive,1.0,0.25,0.4,12
vit_face_expression,vit,mo-thecreator/vit-Facial-Expression-Recognition,test,smoothed_calibrated,negative,0.14285714285714285,0.25,0.18181818181818182,8
vit_face_expression,vit,mo-thecreator/vit-Facial-Expression-Recognition,test,smoothed_calibrated,neutral,0.7272727272727273,0.8,0.7619047619047619,30
vit_face_expression,vit,mo-thecreator/vit-Facial-Expression-Recognition,test,smoothed_calibrated,positive,1.0,0.25,0.4,12
vit_face_expression,vit,mo-thecreator/vit-Facial-Expression-Recognition,test,vote,negative,0.2,0.125,0.15384615384615385,8
vit_face_expression,vit,mo-thecreator/vit-Facial-Expression-Recognition,test,vote,neutral,0.6666666666666666,0.9333333333333333,0.7777777777777778,30
vit_face_expression,vit,mo-thecreator/vit-Facial-Expression-Recognition,test,vote,positive,1.0,0.25,0.4,12
